pair_ID,entailment_judgment
6,NEUTRAL
7,NEUTRAL
8,NEUTRAL
10,NEUTRAL
11,NEUTRAL
13,NEUTRAL
15,NEUTRAL
16,NEUTRAL
17,NEUTRAL
19,NEUTRAL
20,NEUTRAL
21,NEUTRAL
22,NEUTRAL
23,CONTRADICTION
27,CONTRADICTION
29,NEUTRAL
31,CONTRADICTION
32,NEUTRAL
33,ENTAILMENT
34,ENTAILMENT
36,NEUTRAL
37,ENTAILMENT
38,CONTRADICTION
39,NEUTRAL
41,NEUTRAL
43,NEUTRAL
46,NEUTRAL
48,ENTAILMENT
50,NEUTRAL
51,NEUTRAL
52,ENTAILMENT
53,NEUTRAL
54,NEUTRAL
57,ENTAILMENT
59,NEUTRAL
60,NEUTRAL
61,NEUTRAL
63,NEUTRAL
64,NEUTRAL
66,NEUTRAL
67,CONTRADICTION
68,NEUTRAL
69,CONTRADICTION
71,CONTRADICTION
74,NEUTRAL
75,NEUTRAL
76,NEUTRAL
80,NEUTRAL
86,NEUTRAL
89,NEUTRAL
92,NEUTRAL
95,ENTAILMENT
96,CONTRADICTION
101,NEUTRAL
102,ENTAILMENT
103,NEUTRAL
104,NEUTRAL
106,NEUTRAL
108,NEUTRAL
109,NEUTRAL
110,NEUTRAL
111,ENTAILMENT
114,NEUTRAL
115,NEUTRAL
118,NEUTRAL
121,NEUTRAL
123,NEUTRAL
125,NEUTRAL
128,NEUTRAL
132,NEUTRAL
134,NEUTRAL
135,NEUTRAL
137,ENTAILMENT
138,NEUTRAL
142,ENTAILMENT
143,NEUTRAL
144,ENTAILMENT
145,CONTRADICTION
147,NEUTRAL
149,NEUTRAL
151,NEUTRAL
152,CONTRADICTION
153,NEUTRAL
154,CONTRADICTION
155,ENTAILMENT
156,CONTRADICTION
157,ENTAILMENT
158,NEUTRAL
160,NEUTRAL
162,NEUTRAL
165,NEUTRAL
166,ENTAILMENT
167,NEUTRAL
168,NEUTRAL
169,NEUTRAL
171,NEUTRAL
172,NEUTRAL
174,ENTAILMENT
175,NEUTRAL
177,NEUTRAL
178,NEUTRAL
179,NEUTRAL
180,NEUTRAL
181,NEUTRAL
182,NEUTRAL
187,NEUTRAL
189,NEUTRAL
190,NEUTRAL
191,ENTAILMENT
193,ENTAILMENT
195,NEUTRAL
196,CONTRADICTION
198,CONTRADICTION
199,NEUTRAL
203,NEUTRAL
204,NEUTRAL
206,NEUTRAL
207,CONTRADICTION
208,NEUTRAL
209,NEUTRAL
210,CONTRADICTION
212,NEUTRAL
213,NEUTRAL
214,NEUTRAL
220,NEUTRAL
221,NEUTRAL
222,NEUTRAL
229,NEUTRAL
230,CONTRADICTION
231,NEUTRAL
235,NEUTRAL
239,NEUTRAL
242,NEUTRAL
243,NEUTRAL
244,NEUTRAL
245,NEUTRAL
246,NEUTRAL
247,NEUTRAL
250,NEUTRAL
251,NEUTRAL
252,NEUTRAL
255,NEUTRAL
261,ENTAILMENT
262,NEUTRAL
263,NEUTRAL
264,ENTAILMENT
267,ENTAILMENT
268,NEUTRAL
270,NEUTRAL
271,ENTAILMENT
274,NEUTRAL
275,NEUTRAL
278,NEUTRAL
281,NEUTRAL
282,NEUTRAL
284,NEUTRAL
288,NEUTRAL
290,NEUTRAL
292,NEUTRAL
294,NEUTRAL
295,ENTAILMENT
297,NEUTRAL
298,NEUTRAL
299,NEUTRAL
300,NEUTRAL
306,NEUTRAL
307,NEUTRAL
308,NEUTRAL
314,NEUTRAL
316,ENTAILMENT
318,ENTAILMENT
319,NEUTRAL
320,NEUTRAL
321,NEUTRAL
322,NEUTRAL
324,NEUTRAL
325,CONTRADICTION
326,NEUTRAL
328,NEUTRAL
330,NEUTRAL
334,NEUTRAL
336,ENTAILMENT
337,ENTAILMENT
343,NEUTRAL
345,NEUTRAL
348,CONTRADICTION
349,NEUTRAL
350,NEUTRAL
352,NEUTRAL
353,NEUTRAL
355,CONTRADICTION
356,ENTAILMENT
357,CONTRADICTION
359,NEUTRAL
364,NEUTRAL
365,NEUTRAL
368,ENTAILMENT
369,CONTRADICTION
371,NEUTRAL
376,ENTAILMENT
383,NEUTRAL
385,NEUTRAL
386,NEUTRAL
388,NEUTRAL
389,NEUTRAL
399,CONTRADICTION
400,NEUTRAL
401,ENTAILMENT
405,NEUTRAL
406,ENTAILMENT
407,NEUTRAL
408,ENTAILMENT
411,ENTAILMENT
412,NEUTRAL
414,NEUTRAL
416,ENTAILMENT
418,ENTAILMENT
419,NEUTRAL
420,NEUTRAL
421,NEUTRAL
424,NEUTRAL
425,NEUTRAL
426,NEUTRAL
429,NEUTRAL
430,NEUTRAL
431,NEUTRAL
432,ENTAILMENT
433,NEUTRAL
437,NEUTRAL
443,NEUTRAL
444,NEUTRAL
445,NEUTRAL
448,NEUTRAL
452,NEUTRAL
453,NEUTRAL
455,NEUTRAL
456,NEUTRAL
458,CONTRADICTION
459,NEUTRAL
460,CONTRADICTION
463,NEUTRAL
464,NEUTRAL
466,NEUTRAL
467,NEUTRAL
468,NEUTRAL
469,NEUTRAL
471,NEUTRAL
472,NEUTRAL
474,CONTRADICTION
478,CONTRADICTION
479,NEUTRAL
480,NEUTRAL
481,NEUTRAL
482,NEUTRAL
483,NEUTRAL
487,NEUTRAL
488,NEUTRAL
490,NEUTRAL
492,CONTRADICTION
493,NEUTRAL
495,NEUTRAL
498,NEUTRAL
501,NEUTRAL
502,NEUTRAL
503,NEUTRAL
504,NEUTRAL
509,CONTRADICTION
510,CONTRADICTION
511,NEUTRAL
512,CONTRADICTION
517,NEUTRAL
518,NEUTRAL
519,NEUTRAL
521,NEUTRAL
523,CONTRADICTION
525,ENTAILMENT
532,NEUTRAL
533,NEUTRAL
534,ENTAILMENT
536,NEUTRAL
537,NEUTRAL
539,NEUTRAL
540,NEUTRAL
543,NEUTRAL
544,NEUTRAL
546,NEUTRAL
547,NEUTRAL
549,NEUTRAL
553,ENTAILMENT
554,ENTAILMENT
558,NEUTRAL
559,ENTAILMENT
562,NEUTRAL
563,ENTAILMENT
566,ENTAILMENT
567,NEUTRAL
569,NEUTRAL
571,CONTRADICTION
572,ENTAILMENT
573,NEUTRAL
574,CONTRADICTION
575,NEUTRAL
576,NEUTRAL
577,NEUTRAL
578,NEUTRAL
579,NEUTRAL
580,NEUTRAL
582,ENTAILMENT
583,ENTAILMENT
584,CONTRADICTION
585,NEUTRAL
589,ENTAILMENT
590,ENTAILMENT
591,NEUTRAL
593,NEUTRAL
594,NEUTRAL
595,NEUTRAL
596,NEUTRAL
598,NEUTRAL
600,NEUTRAL
602,CONTRADICTION
607,CONTRADICTION
608,NEUTRAL
610,ENTAILMENT
612,NEUTRAL
613,NEUTRAL
614,NEUTRAL
615,NEUTRAL
616,NEUTRAL
618,NEUTRAL
620,NEUTRAL
623,NEUTRAL
624,NEUTRAL
627,ENTAILMENT
633,NEUTRAL
635,ENTAILMENT
636,NEUTRAL
639,NEUTRAL
640,NEUTRAL
642,ENTAILMENT
644,NEUTRAL
652,ENTAILMENT
654,NEUTRAL
656,ENTAILMENT
658,ENTAILMENT
659,ENTAILMENT
662,NEUTRAL
664,ENTAILMENT
665,NEUTRAL
666,NEUTRAL
667,NEUTRAL
669,NEUTRAL
670,NEUTRAL
673,NEUTRAL
674,NEUTRAL
675,NEUTRAL
677,NEUTRAL
681,NEUTRAL
682,ENTAILMENT
683,CONTRADICTION
684,ENTAILMENT
686,NEUTRAL
688,NEUTRAL
694,NEUTRAL
695,NEUTRAL
700,NEUTRAL
701,NEUTRAL
705,NEUTRAL
706,CONTRADICTION
707,NEUTRAL
708,CONTRADICTION
710,NEUTRAL
711,NEUTRAL
712,ENTAILMENT
713,NEUTRAL
714,NEUTRAL
716,NEUTRAL
719,NEUTRAL
720,NEUTRAL
721,NEUTRAL
724,NEUTRAL
726,NEUTRAL
739,NEUTRAL
740,NEUTRAL
742,NEUTRAL
743,NEUTRAL
744,NEUTRAL
750,ENTAILMENT
751,NEUTRAL
753,CONTRADICTION
755,CONTRADICTION
756,NEUTRAL
758,NEUTRAL
763,ENTAILMENT
767,ENTAILMENT
770,NEUTRAL
771,ENTAILMENT
773,NEUTRAL
775,NEUTRAL
776,NEUTRAL
778,NEUTRAL
779,NEUTRAL
781,NEUTRAL
782,CONTRADICTION
786,NEUTRAL
787,ENTAILMENT
788,NEUTRAL
790,ENTAILMENT
794,ENTAILMENT
795,NEUTRAL
798,NEUTRAL
800,NEUTRAL
801,NEUTRAL
803,NEUTRAL
805,NEUTRAL
806,NEUTRAL
807,ENTAILMENT
808,NEUTRAL
809,NEUTRAL
810,NEUTRAL
814,NEUTRAL
815,NEUTRAL
817,NEUTRAL
818,NEUTRAL
819,CONTRADICTION
821,NEUTRAL
823,ENTAILMENT
826,NEUTRAL
828,CONTRADICTION
829,ENTAILMENT
832,ENTAILMENT
833,NEUTRAL
834,CONTRADICTION
835,NEUTRAL
837,CONTRADICTION
838,NEUTRAL
840,ENTAILMENT
842,NEUTRAL
843,ENTAILMENT
847,NEUTRAL
849,NEUTRAL
850,NEUTRAL
853,NEUTRAL
854,CONTRADICTION
856,ENTAILMENT
861,CONTRADICTION
863,NEUTRAL
865,CONTRADICTION
871,NEUTRAL
875,NEUTRAL
877,NEUTRAL
884,NEUTRAL
885,NEUTRAL
886,NEUTRAL
890,ENTAILMENT
891,CONTRADICTION
894,ENTAILMENT
896,NEUTRAL
897,CONTRADICTION
900,NEUTRAL
901,ENTAILMENT
903,ENTAILMENT
905,ENTAILMENT
907,NEUTRAL
911,NEUTRAL
912,NEUTRAL
914,NEUTRAL
916,NEUTRAL
918,NEUTRAL
919,NEUTRAL
921,CONTRADICTION
923,NEUTRAL
924,NEUTRAL
925,NEUTRAL
926,NEUTRAL
928,ENTAILMENT
929,NEUTRAL
930,NEUTRAL
934,ENTAILMENT
937,NEUTRAL
938,NEUTRAL
939,NEUTRAL
941,NEUTRAL
942,ENTAILMENT
946,NEUTRAL
951,ENTAILMENT
952,NEUTRAL
954,NEUTRAL
955,NEUTRAL
958,ENTAILMENT
964,NEUTRAL
965,NEUTRAL
966,NEUTRAL
968,NEUTRAL
969,NEUTRAL
971,NEUTRAL
972,NEUTRAL
974,NEUTRAL
976,NEUTRAL
977,NEUTRAL
981,NEUTRAL
982,NEUTRAL
983,NEUTRAL
986,NEUTRAL
990,ENTAILMENT
992,ENTAILMENT
993,ENTAILMENT
995,NEUTRAL
997,ENTAILMENT
999,NEUTRAL
1001,ENTAILMENT
1003,ENTAILMENT
1005,NEUTRAL
1006,NEUTRAL
1011,ENTAILMENT
1012,NEUTRAL
1013,NEUTRAL
1014,ENTAILMENT
1015,NEUTRAL
1017,ENTAILMENT
1020,NEUTRAL
1023,NEUTRAL
1024,NEUTRAL
1025,ENTAILMENT
1027,NEUTRAL
1030,NEUTRAL
1032,NEUTRAL
1034,ENTAILMENT
1035,ENTAILMENT
1036,CONTRADICTION
1040,NEUTRAL
1041,ENTAILMENT
1042,NEUTRAL
1051,NEUTRAL
1056,NEUTRAL
1058,ENTAILMENT
1059,NEUTRAL
1060,NEUTRAL
1062,CONTRADICTION
1063,NEUTRAL
1066,NEUTRAL
1067,ENTAILMENT
1070,ENTAILMENT
1071,NEUTRAL
1072,NEUTRAL
1073,NEUTRAL
1075,NEUTRAL
1077,NEUTRAL
1078,NEUTRAL
1079,ENTAILMENT
1081,ENTAILMENT
1085,ENTAILMENT
1086,NEUTRAL
1089,NEUTRAL
1098,NEUTRAL
1100,NEUTRAL
1101,NEUTRAL
1103,NEUTRAL
1106,NEUTRAL
1107,NEUTRAL
1110,CONTRADICTION
1113,NEUTRAL
1114,NEUTRAL
1116,NEUTRAL
1121,NEUTRAL
1123,ENTAILMENT
1124,CONTRADICTION
1126,NEUTRAL
1127,NEUTRAL
1130,CONTRADICTION
1131,NEUTRAL
1132,NEUTRAL
1134,NEUTRAL
1136,NEUTRAL
1138,NEUTRAL
1139,NEUTRAL
1140,CONTRADICTION
1141,NEUTRAL
1142,CONTRADICTION
1143,NEUTRAL
1144,CONTRADICTION
1146,NEUTRAL
1148,NEUTRAL
1150,NEUTRAL
1151,NEUTRAL
1152,ENTAILMENT
1156,NEUTRAL
1158,ENTAILMENT
1159,NEUTRAL
1160,NEUTRAL
1163,ENTAILMENT
1164,NEUTRAL
1166,NEUTRAL
1168,NEUTRAL
1171,NEUTRAL
1172,ENTAILMENT
1173,CONTRADICTION
1174,NEUTRAL
1176,NEUTRAL
1181,NEUTRAL
1183,NEUTRAL
1185,NEUTRAL
1186,NEUTRAL
1187,NEUTRAL
1189,NEUTRAL
1197,NEUTRAL
1198,NEUTRAL
1199,ENTAILMENT
1201,NEUTRAL
1203,CONTRADICTION
1204,NEUTRAL
1208,NEUTRAL
1209,NEUTRAL
1210,NEUTRAL
1211,NEUTRAL
1216,NEUTRAL
1217,NEUTRAL
1218,NEUTRAL
1220,CONTRADICTION
1223,NEUTRAL
1224,NEUTRAL
1225,CONTRADICTION
1226,NEUTRAL
1229,NEUTRAL
1231,NEUTRAL
1233,NEUTRAL
1234,CONTRADICTION
1235,NEUTRAL
1238,NEUTRAL
1243,CONTRADICTION
1245,NEUTRAL
1247,CONTRADICTION
1250,NEUTRAL
1252,NEUTRAL
1253,NEUTRAL
1254,NEUTRAL
1256,ENTAILMENT
1257,ENTAILMENT
1258,CONTRADICTION
1260,NEUTRAL
1261,NEUTRAL
1262,ENTAILMENT
1263,CONTRADICTION
1264,NEUTRAL
1265,NEUTRAL
1267,CONTRADICTION
1269,NEUTRAL
1272,NEUTRAL
1277,NEUTRAL
1278,NEUTRAL
1279,NEUTRAL
1281,NEUTRAL
1285,NEUTRAL
1286,NEUTRAL
1288,CONTRADICTION
1289,NEUTRAL
1290,NEUTRAL
1295,NEUTRAL
1296,ENTAILMENT
1298,ENTAILMENT
1299,NEUTRAL
1300,NEUTRAL
1301,NEUTRAL
1304,NEUTRAL
1306,NEUTRAL
1307,NEUTRAL
1309,ENTAILMENT
1310,CONTRADICTION
1312,CONTRADICTION
1313,NEUTRAL
1314,CONTRADICTION
1315,NEUTRAL
1316,CONTRADICTION
1320,NEUTRAL
1322,CONTRADICTION
1323,NEUTRAL
1324,ENTAILMENT
1325,NEUTRAL
1327,NEUTRAL
1330,NEUTRAL
1331,NEUTRAL
1332,NEUTRAL
1334,NEUTRAL
1337,NEUTRAL
1338,CONTRADICTION
1339,NEUTRAL
1340,NEUTRAL
1343,NEUTRAL
1347,CONTRADICTION
1348,NEUTRAL
1349,ENTAILMENT
1351,NEUTRAL
1353,ENTAILMENT
1356,CONTRADICTION
1357,ENTAILMENT
1360,ENTAILMENT
1362,NEUTRAL
1363,CONTRADICTION
1364,ENTAILMENT
1366,NEUTRAL
1367,ENTAILMENT
1369,ENTAILMENT
1370,CONTRADICTION
1374,CONTRADICTION
1375,ENTAILMENT
1377,CONTRADICTION
1382,NEUTRAL
1383,NEUTRAL
1391,NEUTRAL
1392,CONTRADICTION
1393,NEUTRAL
1394,NEUTRAL
1395,NEUTRAL
1397,NEUTRAL
1398,NEUTRAL
1401,NEUTRAL
1402,NEUTRAL
1406,NEUTRAL
1411,ENTAILMENT
1413,NEUTRAL
1416,NEUTRAL
1418,ENTAILMENT
1420,NEUTRAL
1422,NEUTRAL
1423,NEUTRAL
1424,NEUTRAL
1425,NEUTRAL
1426,NEUTRAL
1428,NEUTRAL
1430,NEUTRAL
1433,CONTRADICTION
1436,NEUTRAL
1437,NEUTRAL
1439,NEUTRAL
1440,NEUTRAL
1441,NEUTRAL
1442,NEUTRAL
1445,NEUTRAL
1447,NEUTRAL
1449,NEUTRAL
1450,NEUTRAL
1451,NEUTRAL
1452,NEUTRAL
1454,NEUTRAL
1456,NEUTRAL
1457,NEUTRAL
1459,NEUTRAL
1460,NEUTRAL
1462,NEUTRAL
1465,NEUTRAL
1468,NEUTRAL
1471,CONTRADICTION
1472,NEUTRAL
1475,NEUTRAL
1477,ENTAILMENT
1478,CONTRADICTION
1485,CONTRADICTION
1490,ENTAILMENT
1491,CONTRADICTION
1492,NEUTRAL
1496,CONTRADICTION
1497,ENTAILMENT
1500,NEUTRAL
1502,NEUTRAL
1507,NEUTRAL
1508,NEUTRAL
1510,NEUTRAL
1512,NEUTRAL
1515,NEUTRAL
1516,NEUTRAL
1518,NEUTRAL
1520,NEUTRAL
1522,NEUTRAL
1526,NEUTRAL
1528,NEUTRAL
1529,NEUTRAL
1530,NEUTRAL
1533,ENTAILMENT
1537,NEUTRAL
1539,CONTRADICTION
1540,NEUTRAL
1542,ENTAILMENT
1543,CONTRADICTION
1544,NEUTRAL
1546,NEUTRAL
1548,NEUTRAL
1554,CONTRADICTION
1555,ENTAILMENT
1556,NEUTRAL
1560,NEUTRAL
1561,NEUTRAL
1562,NEUTRAL
1564,NEUTRAL
1567,NEUTRAL
1568,NEUTRAL
1569,NEUTRAL
1571,NEUTRAL
1572,NEUTRAL
1577,NEUTRAL
1578,NEUTRAL
1579,CONTRADICTION
1581,CONTRADICTION
1583,CONTRADICTION
1589,NEUTRAL
1590,NEUTRAL
1593,ENTAILMENT
1594,CONTRADICTION
1596,ENTAILMENT
1597,NEUTRAL
1598,NEUTRAL
1600,NEUTRAL
1602,NEUTRAL
1603,NEUTRAL
1605,NEUTRAL
1611,CONTRADICTION
1613,CONTRADICTION
1616,NEUTRAL
1617,ENTAILMENT
1619,ENTAILMENT
1620,NEUTRAL
1622,NEUTRAL
1623,CONTRADICTION
1624,NEUTRAL
1630,ENTAILMENT
1633,ENTAILMENT
1634,CONTRADICTION
1636,NEUTRAL
1637,NEUTRAL
1638,NEUTRAL
1642,NEUTRAL
1644,CONTRADICTION
1645,NEUTRAL
1654,CONTRADICTION
1656,ENTAILMENT
1658,NEUTRAL
1662,NEUTRAL
1664,NEUTRAL
1665,NEUTRAL
1666,NEUTRAL
1667,NEUTRAL
1672,NEUTRAL
1674,NEUTRAL
1678,CONTRADICTION
1679,NEUTRAL
1681,CONTRADICTION
1683,ENTAILMENT
1684,CONTRADICTION
1685,ENTAILMENT
1686,ENTAILMENT
1688,NEUTRAL
1689,ENTAILMENT
1692,NEUTRAL
1693,NEUTRAL
1695,NEUTRAL
1696,ENTAILMENT
1698,ENTAILMENT
1699,NEUTRAL
1701,NEUTRAL
1704,NEUTRAL
1709,NEUTRAL
1710,NEUTRAL
1713,NEUTRAL
1717,ENTAILMENT
1718,CONTRADICTION
1720,CONTRADICTION
1722,NEUTRAL
1725,ENTAILMENT
1726,CONTRADICTION
1727,NEUTRAL
1728,NEUTRAL
1730,NEUTRAL
1731,ENTAILMENT
1732,CONTRADICTION
1734,ENTAILMENT
1735,CONTRADICTION
1737,CONTRADICTION
1738,NEUTRAL
1739,CONTRADICTION
1740,NEUTRAL
1742,ENTAILMENT
1743,ENTAILMENT
1744,CONTRADICTION
1745,ENTAILMENT
1746,ENTAILMENT
1748,ENTAILMENT
1749,ENTAILMENT
1750,ENTAILMENT
1752,NEUTRAL
1758,CONTRADICTION
1760,CONTRADICTION
1761,NEUTRAL
1762,ENTAILMENT
1763,NEUTRAL
1764,ENTAILMENT
1767,NEUTRAL
1768,NEUTRAL
1769,NEUTRAL
1770,NEUTRAL
1774,NEUTRAL
1775,NEUTRAL
1778,NEUTRAL
1779,NEUTRAL
1785,NEUTRAL
1786,NEUTRAL
1788,NEUTRAL
1790,CONTRADICTION
1793,CONTRADICTION
1794,CONTRADICTION
1795,ENTAILMENT
1796,ENTAILMENT
1797,NEUTRAL
1799,CONTRADICTION
1800,NEUTRAL
1801,ENTAILMENT
1802,NEUTRAL
1803,CONTRADICTION
1804,NEUTRAL
1805,NEUTRAL
1806,NEUTRAL
1810,NEUTRAL
1813,NEUTRAL
1816,NEUTRAL
1817,CONTRADICTION
1819,NEUTRAL
1821,ENTAILMENT
1824,NEUTRAL
1826,NEUTRAL
1827,NEUTRAL
1828,NEUTRAL
1831,ENTAILMENT
1833,CONTRADICTION
1834,NEUTRAL
1835,ENTAILMENT
1836,NEUTRAL
1837,ENTAILMENT
1838,NEUTRAL
1843,CONTRADICTION
1845,NEUTRAL
1848,NEUTRAL
1850,ENTAILMENT
1855,NEUTRAL
1856,NEUTRAL
1857,CONTRADICTION
1858,NEUTRAL
1859,ENTAILMENT
1860,NEUTRAL
1862,NEUTRAL
1863,CONTRADICTION
1864,NEUTRAL
1865,NEUTRAL
1867,NEUTRAL
1868,ENTAILMENT
1870,NEUTRAL
1871,NEUTRAL
1872,NEUTRAL
1875,NEUTRAL
1880,ENTAILMENT
1883,NEUTRAL
1885,ENTAILMENT
1889,NEUTRAL
1890,NEUTRAL
1891,NEUTRAL
1893,ENTAILMENT
1895,CONTRADICTION
1896,ENTAILMENT
1899,NEUTRAL
1901,CONTRADICTION
1902,NEUTRAL
1903,NEUTRAL
1905,ENTAILMENT
1906,NEUTRAL
1911,NEUTRAL
1913,NEUTRAL
1914,NEUTRAL
1915,ENTAILMENT
1916,CONTRADICTION
1917,ENTAILMENT
1920,NEUTRAL
1922,NEUTRAL
1923,NEUTRAL
1924,NEUTRAL
1925,ENTAILMENT
1926,CONTRADICTION
1928,NEUTRAL
1929,CONTRADICTION
1930,NEUTRAL
1931,NEUTRAL
1932,NEUTRAL
1933,NEUTRAL
1937,NEUTRAL
1938,NEUTRAL
1941,NEUTRAL
1945,CONTRADICTION
1947,NEUTRAL
1950,NEUTRAL
1951,CONTRADICTION
1953,NEUTRAL
1956,NEUTRAL
1957,NEUTRAL
1958,NEUTRAL
1959,NEUTRAL
1960,NEUTRAL
1962,NEUTRAL
1965,CONTRADICTION
1966,NEUTRAL
1968,CONTRADICTION
1971,CONTRADICTION
1973,ENTAILMENT
1976,ENTAILMENT
1977,ENTAILMENT
1979,NEUTRAL
1980,NEUTRAL
1982,NEUTRAL
1983,NEUTRAL
1985,CONTRADICTION
1986,NEUTRAL
1990,NEUTRAL
1995,CONTRADICTION
1997,ENTAILMENT
1998,CONTRADICTION
2002,ENTAILMENT
2003,NEUTRAL
2010,NEUTRAL
